id;user_id;search_type;company_name;domain;functions;geography;seniority;status;result_url;error_message;excel_file_name;created_at;updated_at;results_per_function
2b4e8212-b0cb-4e96-a5dc-9fff2dbb8f5a;4272e641-ed75-4390-8100-98e4ed949581;manual;Ventum Consulting;ventum-consulting.com;[];Germany;"[""C-Suite (CXO)""]";processing;;;;2025-12-03 12:36:10.500881+00;2025-12-03 12:36:10.500881+00;2
6a6c9fbb-633a-429b-ab70-8720d7443b12;4272e641-ed75-4390-8100-98e4ed949581;manual;ORAYLIS GmbH;oraylis.de;[];Germany;"[""C-Suite (CXO)"",""Owner"",""SVP"",""VP"",""Director"",""Manager""]";processing;;;;2025-12-03 12:37:03.408472+00;2025-12-03 12:37:03.408472+00;1
14581bee-737a-46c3-a890-1bdfe1400b06;4272e641-ed75-4390-8100-98e4ed949581;manual;BridgingIT GmbH;bridging-it.de;[];Germany;"[""C-Suite (CXO)"",""VP"",""SVP"",""Owner""]";processing;;;;2025-12-03 12:37:47.495376+00;2025-12-03 12:37:47.495376+00;1
e5a7c646-9c30-4dde-a6d3-89b8b61617bd;4272e641-ed75-4390-8100-98e4ed949581;manual;Inxmail;inxmail.de;[];Germany;"[""C-Suite (CXO)""]";processing;;;;2025-12-03 12:39:13.94075+00;2025-12-03 12:39:13.94075+00;3
141bfa2d-bea2-4e0c-8409-e998c85010e9;4272e641-ed75-4390-8100-98e4ed949581;manual;SHD System-Haus-Dresden GmbH;shd-online.de;[];Germany;"[""C-Suite (CXO)"",""SVP"",""VP""]";processing;;;;2025-12-03 12:40:03.691272+00;2025-12-03 12:40:03.691272+00;2
4c1b430e-cce0-4a4a-8e7f-02faa05e5fa9;4272e641-ed75-4390-8100-98e4ed949581;manual;Nesto Software GmbH;nesto-software.de;[];Germany;"[""C-Suite (CXO)""]";processing;;;;2025-12-03 13:18:09.703147+00;2025-12-03 13:18:09.703147+00;3
9fd4b67a-fcd8-4cd8-a3fc-0fc0b1e5686f;4272e641-ed75-4390-8100-98e4ed949581;manual;Cloudogu GmbH;cloudogu.com;[];Germany;"[""C-Suite (CXO)"",""Owner"",""Partner"",""VP""]";processing;;;;2025-12-03 13:18:37.09762+00;2025-12-03 13:18:37.09762+00;1
1c541c08-be4c-4eaa-b5fd-a797d88a7dbd;4272e641-ed75-4390-8100-98e4ed949581;manual;Peak & Peak;ppeak.com;[];Germany;"[""C-Suite (CXO)"",""VP"",""Partner"",""Owner""]";processing;;;;2025-12-03 13:19:16.079389+00;2025-12-03 13:19:16.079389+00;1
db56da8c-f445-4fec-bfbb-2480574d8e8a;4272e641-ed75-4390-8100-98e4ed949581;manual;Camos Software Und Beratung GmbH;camos.de;[];Germany;"[""Owner"",""C-Suite (CXO)"",""SVP"",""Partner"",""VP"",""EVP""]";processing;;;;2025-12-03 13:22:05.30793+00;2025-12-03 13:22:05.30793+00;1
6bf2ddf8-4097-4e8a-860e-926985262abf;4272e641-ed75-4390-8100-98e4ed949581;manual;Anaptis GmbH;anaptis.com;[];;"[""C-Suite (CXO)""]";processing;;;;2025-12-03 13:22:25.123546+00;2025-12-03 13:22:25.123546+00;1
a930b1ee-3c86-4004-b39a-f908613fbc15;4272e641-ed75-4390-8100-98e4ed949581;manual;DOMUS Software AG;domus-software.de;[];Germany;"[""C-Suite (CXO)"",""SVP"",""VP"",""Partner"",""Owner""]";processing;;;;2025-12-03 13:22:49.091711+00;2025-12-03 13:22:49.091711+00;1
f3b5275e-60c1-4aa1-8c00-42c739b973cd;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Domus Software AG;domus-software.de;[];Germany;"[""C-Suite (CXO)"",""VP"",""SVP"",""Partner"",""Owner""]";completed;f3b5275e-60c1-4aa1-8c00-42c739b973cd_result.xlsx;;;2025-12-03 14:52:00.805352+00;2025-12-03 15:00:51.544958+00;1
1cdc079d-3e69-4ac4-8e9b-05893afbe721;4272e641-ed75-4390-8100-98e4ed949581;manual;Personio;www.personio.de;[];Germany;"[""C-Suite (CXO)""]";completed;1cdc079d-3e69-4ac4-8e9b-05893afbe721_result.xlsx;;;2025-12-03 12:25:43.662113+00;2025-12-03 15:20:53.747942+00;3
ddc73fac-e1ff-4d21-a940-25130a63be39;4272e641-ed75-4390-8100-98e4ed949581;manual;GUS ERP GmbH;gus-erp.com;[];Germany;"[""C-Suite (CXO)""]";completed;ddc73fac-e1ff-4d21-a940-25130a63be39_result.xlsx;;;2025-12-03 16:33:15.404231+00;2025-12-03 16:35:50.251729+00;2
2fcada4d-9a03-4002-afa5-c9b35e682be5;4272e641-ed75-4390-8100-98e4ed949581;manual;Stackit;stackit;[];Germany;"[""C-Suite (CXO)""]";processing;;;;2025-12-03 16:33:37.394194+00;2025-12-03 16:33:37.394194+00;3
eaa61940-c08b-4270-93b5-21773232b3a2;4272e641-ed75-4390-8100-98e4ed949581;manual;SAP Fioneer;sapfioneer.com;[];Germany;"[""C-Suite (CXO)""]";processing;;;;2025-12-03 16:33:59.719738+00;2025-12-03 16:33:59.719738+00;3
a26353e3-db19-43d5-ada7-9afdb86dbb85;4272e641-ed75-4390-8100-98e4ed949581;manual;DTS Systeme GmbH;dts.de;[];Germany;"[""C-Suite (CXO)""]";error;;Company or people of chosen seniority not found. Please try with different parameters. ;;2025-12-03 16:34:45.38232+00;2025-12-03 16:34:51.065366+00;3
d1050d8f-0618-4fe8-8c7a-858acac8ad42;4272e641-ed75-4390-8100-98e4ed949581;manual;Wilken Software Group;wilken.de;[];Germany;"[""C-Suite (CXO)""]";completed;d1050d8f-0618-4fe8-8c7a-858acac8ad42_result.xlsx;;;2025-12-03 16:34:23.998528+00;2025-12-03 16:35:49.40259+00;2
5869e4d7-098d-4856-9be2-30c01d0c8e08;4272e641-ed75-4390-8100-98e4ed949581;manual;Cloudflight;cloudflight.io;[];Germany;"[""C-Suite (CXO)""]";completed;5869e4d7-098d-4856-9be2-30c01d0c8e08_result.xlsx;;;2025-12-03 16:32:54.415113+00;2025-12-03 16:35:49.475455+00;2
f93f65c4-e3b7-40a1-811c-74e14188cf55;4272e641-ed75-4390-8100-98e4ed949581;manual;regio iT;regioit.de;[];Germany;"[""C-Suite (CXO)""]";completed;f93f65c4-e3b7-40a1-811c-74e14188cf55_result.xlsx;;;2025-12-03 16:35:04.573284+00;2025-12-03 16:35:49.592788+00;3
1948ed59-9df6-43fe-b846-95316a88ee37;4272e641-ed75-4390-8100-98e4ed949581;manual;Parloa;parloa.com;[];Germany;"[""C-Suite (CXO)"",""SVP"",""VP""]";completed;1948ed59-9df6-43fe-b846-95316a88ee37_result.xlsx;;;2025-12-03 16:35:28.537126+00;2025-12-03 16:35:49.722843+00;2
e3a52ec8-7c05-4cde-86c5-92deb4e1a7f6;4272e641-ed75-4390-8100-98e4ed949581;manual;Homify;homify.de;[];Germany;"[""C-Suite (CXO)""]";error;;Company or people of chosen seniority not found. Please try with different parameters. ;;2025-12-03 16:35:53.958772+00;2025-12-03 16:36:00.019303+00;3
a7c71c2c-7a1a-4530-abf8-ccbc23d93589;4272e641-ed75-4390-8100-98e4ed949581;manual;Ventum Consulting;ventum-consulting.com;[];Germany;"[""C-Suite (CXO)""]";error;;Company or people of chosen seniority not found. Please try with different parameters. ;;2025-12-03 16:36:38.569775+00;2025-12-03 16:36:43.970602+00;3
dc63cd95-0efd-4e29-81d9-24a621617e90;4272e641-ed75-4390-8100-98e4ed949581;manual;Inxmail;inxmail.de;[];Germany;"[""C-Suite (CXO)""]";error;;Company or people of chosen seniority not found. Please try with different parameters. ;;2025-12-03 16:37:55.81842+00;2025-12-03 16:38:01.318787+00;2
1ac436bd-5df3-4ed7-9614-4932faef2ce2;4272e641-ed75-4390-8100-98e4ed949581;manual;Peak & Peak;ppeak.com;[];Germany;"[""C-Suite (CXO)""]";error;;Company or people of chosen seniority not found. Please try with different parameters. ;;2025-12-03 16:40:15.26003+00;2025-12-03 16:40:20.387813+00;3
a30a2225-2fee-414a-bd7e-1391922e4494;4272e641-ed75-4390-8100-98e4ed949581;manual;Compacer GmbH;compacer.com;[];Germany;"[""C-Suite (CXO)""]";error;;Company or people of chosen seniority not found. Please try with different parameters. ;;2025-12-03 16:40:38.719218+00;2025-12-03 16:40:45.513107+00;3
f9acd611-218a-409a-adfc-3ae03f3c44d2;4272e641-ed75-4390-8100-98e4ed949581;manual;Cloudogu GmbH;cloudogu.com;[];Germany;"[""C-Suite (CXO)""]";completed;f9acd611-218a-409a-adfc-3ae03f3c44d2_result.xlsx;;;2025-12-03 16:39:13.27315+00;2025-12-03 16:40:54.279663+00;2
732445fe-a6e9-4821-84a5-65842a517e7e;4272e641-ed75-4390-8100-98e4ed949581;manual;ORAYLIS GmbH;oraylis.de;[];Germany;"[""C-Suite (CXO)""]";completed;732445fe-a6e9-4821-84a5-65842a517e7e_result.xlsx;;;2025-12-03 16:37:00.769946+00;2025-12-03 16:40:57.296287+00;2
11463af4-61c1-4c8b-8890-fcc414aa9c0e;4272e641-ed75-4390-8100-98e4ed949581;manual;Nesto Software GmbH;nesto-software.de;[];Germany;"[""C-Suite (CXO)""]";completed;11463af4-61c1-4c8b-8890-fcc414aa9c0e_result.xlsx;;;2025-12-03 16:38:41.192426+00;2025-12-03 16:40:57.337448+00;3
56231621-fe1d-44b8-9f8a-35fce57097c0;4272e641-ed75-4390-8100-98e4ed949581;manual;SHD System-Haus-Dresden GmbH;shd-online.de;[];Germany;"[""C-Suite (CXO)""]";completed;56231621-fe1d-44b8-9f8a-35fce57097c0_result.xlsx;;;2025-12-03 16:38:20.698198+00;2025-12-03 16:40:57.574516+00;2
c890afc9-1cc2-4212-bb29-81531ed97eaf;4272e641-ed75-4390-8100-98e4ed949581;manual;BridgingIT GmbH;bridging-it.de;[];Germany;"[""C-Suite (CXO)""]";completed;c890afc9-1cc2-4212-bb29-81531ed97eaf_result.xlsx;;;2025-12-03 16:37:36.328616+00;2025-12-03 16:40:57.812242+00;2
ec838a79-2f16-413b-b6e0-6574403306cb;4272e641-ed75-4390-8100-98e4ed949581;manual;Solute GmbH;solute.de;[];Germany;"[""C-Suite (CXO)""]";completed;ec838a79-2f16-413b-b6e0-6574403306cb_result.xlsx;;;2025-12-03 16:36:19.983219+00;2025-12-03 16:40:58.704153+00;2
6d7aeaff-d74c-42cc-a78f-2c62bb7b9a99;4272e641-ed75-4390-8100-98e4ed949581;manual;Anaptis GmbH;anaptis.com;[];Germany;"[""C-Suite (CXO)""]";error;;Company or people of chosen seniority not found. Please try with different parameters. ;;2025-12-03 16:41:01.129644+00;2025-12-03 16:41:07.554167+00;3
bb47b626-5700-4c44-a809-ded62570c6d8;4272e641-ed75-4390-8100-98e4ed949581;manual;Camos Software Und Beratung GmbH;camos.de;[];Germany;"[""C-Suite (CXO)""]";error;;Company or people of chosen seniority not found. Please try with different parameters. ;;2025-12-03 16:41:27.848798+00;2025-12-03 16:41:33.115278+00;3
90ed4fa6-f12e-4208-9995-d70506e2f29e;4272e641-ed75-4390-8100-98e4ed949581;manual;DOMUS Software AG;domus-software.de;[];Germany;"[""C-Suite (CXO)""]";completed;90ed4fa6-f12e-4208-9995-d70506e2f29e_result.xlsx;;;2025-12-03 16:42:04.865963+00;2025-12-03 16:45:47.608639+00;2
00d36c92-7aa6-4f2f-83c2-121a7227d2f3;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Trial Company;emploio.de;[];Germany;"[""C-Suite (CXO)""]";error;;Company or people of chosen seniority not found. Please try with different parameters. ;;2025-12-04 12:53:56.170225+00;2025-12-04 12:54:05.52825+00;10
edc898f9-1a50-48d5-9407-3a2efbcdce7a;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Trial Company;ajksdbf.de;[];Chile;"[""Owner"",""SVP"",""C-Suite (CXO)"",""Director"",""Senior"",""Manager"",""Entry Level"",""Mid-Level"",""Team Lead"",""Intern"",""Senior Manager"",""EVP"",""Partner"",""VP""]";error;;Company not found, Please verify the input domain;;2025-12-04 12:56:47.171213+00;2025-12-04 12:56:52.744822+00;10
63ba2c2c-e117-4ee2-9acd-092e346d27f9;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template.xlsm;2025-12-04 12:59:40.526264+00;2025-12-04 12:59:40.526264+00;10
fd13b958-2413-4a54-8ce9-569b277b39f7;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;error;;⚠️ Domain or Person Seniority is missing - Please update the fields and try again.;Final_template.xlsm;2025-12-04 13:02:08.550205+00;2025-12-04 13:03:16.510479+00;10
97bf8c91-25b9-4864-a8b3-b258faf8ae48;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;error;;⚠️ Domain or Person Seniority is missing - Please update the fields and try again.;Final_template.xlsm;2025-12-04 13:05:01.51773+00;2025-12-04 13:05:05.826135+00;10
abba8e28-85ff-4f8f-a555-8d5e88ecadbd;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;error;;⚠️ Domain or Person Seniority is missing - Please update the fields and try again.;Final_template.xlsm;2025-12-04 13:12:10.704788+00;2025-12-04 13:12:21.279345+00;10
d98608d2-3a42-416f-9488-dc7eafbf47f6;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template.xlsm;2025-12-04 13:14:06.382671+00;2025-12-04 13:14:06.382671+00;10
988f7832-18ed-43ff-8632-aa697f5cf65e;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template.xlsm;2025-12-04 13:20:55.550502+00;2025-12-04 13:20:55.550502+00;10
5eaf8853-15f0-42d6-9a56-523506ff922d;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template.xlsm;2025-12-04 13:24:20.210173+00;2025-12-04 13:24:20.210173+00;10
c3bd914d-dabc-4760-8e5a-7dcc18ebfd4c;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;c3bd914d-dabc-4760-8e5a-7dcc18ebfd4c_result.xlsx;;Final_template.xlsm;2025-12-04 13:26:37.022762+00;2025-12-04 13:45:50.542731+00;10
b1b5e407-ab62-45c1-9256-0ced8055d3a2;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;b1b5e407-ab62-45c1-9256-0ced8055d3a2_result.xlsx;;Final_template.xlsm;2025-12-04 14:14:07.820845+00;2025-12-04 14:15:54.599818+00;10
e4a125e4-1649-48d5-92a9-cd15485a22c5;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;;;101-200-COMPANIES-SALES-JOBS-WITHOUT-CONTACTS-WITH-JOB-25.01.2025.xlsx;2026-01-25 19:24:26.008181+00;2026-01-25 19:36:03.586342+00;10
8badf1d7-0c8e-4400-ad19-ad37fa39568c;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Trial Company;gus-erp.com;[];Germany;"[""C-Suite (CXO)""]";completed;8badf1d7-0c8e-4400-ad19-ad37fa39568c_result.xlsx;;;2025-12-04 14:23:30.522496+00;2025-12-04 14:25:51.859866+00;2
6de3181b-06f0-4b24-a428-e5122368367b;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Trial Company;camos.de;[];Germany;"[""C-Suite (CXO)""]";error;;Company or people of chosen seniority not found. Please try with different parameters. ;;2025-12-04 14:27:34.726199+00;2025-12-04 14:27:43.041211+00;2
cb61850d-f965-4d2e-815e-a76ec64a19a6;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Trial Company;camossssasdf.de;[];Germany;"[""Owner"",""Partner"",""C-Suite (CXO)"",""VP"",""SVP"",""EVP"",""Director"",""Senior Manager"",""Manager"",""Team Lead"",""Senior"",""Mid-Level"",""Entry Level"",""Intern"",""Training""]";error;;Company not found, please verify the input domain and try again.;;2025-12-04 14:34:48.704187+00;2025-12-04 14:34:53.11502+00;2
796d0e63-88fc-4f13-a854-ba95edfcb3b7;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Trial Company;camos.de;[];Germany;"[""Owner"",""Partner"",""C-Suite (CXO)"",""VP"",""SVP"",""EVP"",""Director"",""Senior Manager"",""Manager"",""Team Lead"",""Senior"",""Mid-Level"",""Entry Level"",""Intern"",""Training""]";completed;796d0e63-88fc-4f13-a854-ba95edfcb3b7_result.xlsx;;;2025-12-04 14:33:04.172575+00;2025-12-04 14:35:59.720059+00;2
38b67920-c479-4bc6-a8be-3be481700a0b;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Trial Company;emploio.de;[];Germany;"[""Owner"",""Partner"",""C-Suite (CXO)"",""VP"",""SVP"",""EVP"",""Director"",""Senior Manager"",""Manager"",""Team Lead"",""Senior"",""Mid-Level"",""Entry Level"",""Intern"",""Training""]";processing;;;;2025-12-04 14:51:14.419927+00;2025-12-04 14:51:14.419927+00;2
c17d283d-2fee-437f-83f2-46b2757bdf5b;bba17cb9-8d78-4503-8b1d-f47a3cd2e4f8;manual;ac;sdffs;"[""Healthcare Services"",""Information Technology""]";;"[""Owner""]";error;;Error in workflow, the backend team has been notified. Please try again later!;;2025-12-04 16:03:49.03859+00;2025-12-04 16:14:52.327017+00;10
6ff86364-bc11-479c-b335-0053ac400d7e;bba17cb9-8d78-4503-8b1d-f47a3cd2e4f8;manual;abc;abc.de;[];;"[""SVP""]";error;;Error in workflow, the backend team has been notified. Please try again later!;;2025-12-04 16:18:11.490475+00;2025-12-04 16:18:13.72749+00;10
56dd85c6-fe86-49b8-87e1-763f74c4d13f;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Trial Company;domus-software.de;[];Germany;"[""C-Suite (CXO)""]";completed;56dd85c6-fe86-49b8-87e1-763f74c4d13f_result.xlsx;;;2025-12-05 12:37:08.979168+00;2025-12-05 12:40:56.68759+00;2
00b88511-6621-49ee-9000-f46e5f7615b1;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Trial Company;anaptis.com;[];Germany;"[""C-Suite (CXO)""]";error;;Company found, but people of chosen seniority or function  not found. Please try with broadend parameters.;;2025-12-05 12:42:14.942389+00;2025-12-05 12:42:24.732508+00;3
3035ae46-1013-4521-b5a5-3cbd0925077d;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Trial Company;anaptis.com;[];Germany;"[""Owner"",""Partner"",""C-Suite (CXO)"",""VP"",""SVP"",""EVP"",""Director"",""Senior Manager"",""Manager"",""Team Lead"",""Senior"",""Mid-Level"",""Entry Level"",""Intern"",""Training""]";completed;3035ae46-1013-4521-b5a5-3cbd0925077d_result.xlsx;;;2025-12-05 12:44:49.023138+00;2025-12-05 12:46:03.126258+00;3
33a9bb9f-e3f0-441d-b2ca-c014b1142ce8;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;error;;Error in workflow, the backend team has been notified. Please try again later!;Final_template_4companies.xlsm;2025-12-17 16:15:21.482403+00;2025-12-17 16:16:39.163804+00;10
946caf0a-bb23-43b5-98a0-ea422832af8d;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;error;;Error in workflow, the backend team has been notified. Please try again later!;Final_template_4companies.xlsm;2025-12-17 17:58:00.905955+00;2025-12-17 18:01:18.129848+00;10
e8283cbb-913f-4dbe-9979-08e2237cbc65;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;e8283cbb-913f-4dbe-9979-08e2237cbc65_result.xlsx;;Final_template_4companies.xlsm;2025-12-17 18:04:20.760084+00;2025-12-17 18:06:14.370833+00;10
83fa1adf-f24d-41b8-afa2-235080888153;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;83fa1adf-f24d-41b8-afa2-235080888153_result.xlsx;;Final_template_4companies.xlsm;2025-12-18 17:56:37.469746+00;2025-12-18 18:02:05.227796+00;10
b4643b7f-78cc-4c3b-ba31-3f62f1ce282c;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;error;;Error in workflow, the backend team has been notified. Please try again later!;Final_template_4companies.xlsm;2025-12-18 17:48:14.846727+00;2025-12-18 17:55:47.039358+00;10
bd451cea-37ff-4667-87b8-c2eb2f622694;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;error;;⚠️ Domain or Person Seniority is missing - Please update the fields and try again.;Copy of BulkUpload_FinalTemplate.xlsx;2025-12-18 19:00:00.020795+00;2025-12-18 19:00:05.942341+00;10
f9937f7d-4574-4588-9635-c950f8fb58f8;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk_people_enrichment;;;;;;completed;f9937f7d-4574-4588-9635-c950f8fb58f8_result.xlsx;;Bulk_PeopleEnrichment_Template_10name_filled.xlsx;2025-12-19 12:54:00.976286+00;2025-12-21 14:52:38.826654+00;10
13b385b9-3c7c-44a2-80ce-8ef6a77839db;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;13b385b9-3c7c-44a2-80ce-8ef6a77839db_result.xlsx;;Copy of BulkUpload_FinalTemplate.xlsx;2025-12-19 03:23:55.293038+00;2025-12-19 10:59:07.408368+00;10
05e50d82-3d57-4f41-b816-e7605d4c9429;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;;;Final_template (1).xlsm;2025-12-21 18:18:55.545093+00;2025-12-21 18:20:59.755504+00;10
7e56c937-c7c7-4f21-a9ec-009eee5f83d1;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;7e56c937-c7c7-4f21-a9ec-009eee5f83d1_result.xlsx;⚠️ Domain or Person Seniority is missing - Please update the fields and try again.;Copy of BulkUpload_FinalTemplate.xlsx;2025-12-18 18:55:01.759428+00;2025-12-19 00:41:52.668907+00;10
bfc8d176-0456-43a2-a7b5-ff22ac54a66e;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;bfc8d176-0456-43a2-a7b5-ff22ac54a66e_result.xlsx;;Final_template (1).xlsm;2025-12-21 18:40:44.061538+00;2025-12-21 18:42:05.166624+00;10
776721a5-4d1f-4079-83aa-f01df260e487;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;776721a5-4d1f-4079-83aa-f01df260e487_result.xlsx;;Final_template (1).xlsm;2025-12-21 19:45:15.011494+00;2025-12-21 19:45:58.55281+00;10
42b0783d-291f-41dd-af2f-72f2a324c4f4;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Emploio gmbh;emploio.de;[];Germany;"[""Owner"",""Partner"",""C-Suite (CXO)"",""VP"",""SVP"",""EVP"",""Director"",""Senior Manager"",""Manager"",""Team Lead"",""Senior"",""Mid-Level"",""Entry Level"",""Intern"",""Training""]";completed;;Error in workflow, the backend team has been notified. Please try again later!;;2025-12-23 17:58:00.899821+00;2025-12-23 18:17:15.808034+00;2
e1c9a123-a2b0-4e65-afa8-4cf72b752e9a;4272e641-ed75-4390-8100-98e4ed949581;bulk;;;;;;processing;;;ststone-leads-02022026-batch2 - Main_Data.csv;2026-02-02 08:10:23.072039+00;2026-02-02 08:11:28.151855+00;10
97f0c7ed-bdfa-45c1-8a66-fe2d30289e7e;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;97f0c7ed-bdfa-45c1-8a66-fe2d30289e7e_result.xlsx;;BulkSearch_Template.xlsm;2025-12-23 18:54:12.333084+00;2025-12-23 18:56:06.513363+00;10
8a847f33-d171-483e-8b3e-6a6df2a9fa7b;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk_people_enrichment;;;;;;completed;8a847f33-d171-483e-8b3e-6a6df2a9fa7b_result.xlsx;;Bulk_PeopleEnrichment_Template.xlsx;2025-12-23 20:11:43.587395+00;2025-12-24 01:11:06.592966+00;10
051b281c-271b-4b55-90b3-2ceecd033026;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Natus GmbH;natus.de;[];Germany;"[""Owner"",""Partner"",""C-Suite (CXO)"",""VP"",""SVP"",""EVP"",""Director"",""Senior Manager"",""Manager"",""Team Lead"",""Senior"",""Mid-Level"",""Entry Level"",""Intern"",""Training""]";completed;051b281c-271b-4b55-90b3-2ceecd033026_result.xlsx;;;2025-12-23 22:17:09.715908+00;2025-12-23 22:21:03.471068+00;2
9f45efb7-c18f-4c81-97fa-7594b44f67d0;4272e641-ed75-4390-8100-98e4ed949581;bulk_people_enrichment;;;;;;processing;;;testv2_sl_withoutmobilephonenumber - Main_Data.csv;2026-01-05 14:42:38.818285+00;2026-01-05 14:42:38.818285+00;10
c786cb93-ae9c-4964-8caa-f8ed3a4d85d4;4272e641-ed75-4390-8100-98e4ed949581;bulk_people_enrichment;;;;;;completed;c786cb93-ae9c-4964-8caa-f8ed3a4d85d4_result.xlsx;;Kopie von Kopie von Bulk_PeopleEnrichment_Template - Main_Data.csv;2026-01-05 13:23:42.508448+00;2026-01-05 16:35:34.080119+00;10
01309a4b-92e0-426b-9ec2-99b2c2f5cefc;4272e641-ed75-4390-8100-98e4ed949581;bulk_people_enrichment;;;;;;completed;01309a4b-92e0-426b-9ec2-99b2c2f5cefc_result.xlsx;;test - Main_Data.csv;2026-01-05 13:34:02.278076+00;2026-01-05 15:26:21.391534+00;10
103c6aed-126a-4605-8de2-05dbd8311a2d;4272e641-ed75-4390-8100-98e4ed949581;bulk_people_enrichment;;;;;;completed;103c6aed-126a-4605-8de2-05dbd8311a2d_result.xlsx;Error in workflow, the backend team has been notified. Please try again later!;sl_wrong_number - Main_Data.csv;2026-01-06 10:07:07.57635+00;2026-01-06 10:11:33.004127+00;10
a50b55c6-20dd-469a-ad86-4871cd3da824;4272e641-ed75-4390-8100-98e4ed949581;bulk_people_enrichment;;;;;;completed;a50b55c6-20dd-469a-ad86-4871cd3da824_result.xlsx;;sl_nomobilephonenr - Main_Data.csv;2026-01-06 11:00:32.385558+00;2026-01-06 11:01:12.509793+00;10
815a6f1f-090f-4149-b51e-28b5b3fb0aca;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;815a6f1f-090f-4149-b51e-28b5b3fb0aca_result.xlsx;;Final_template_4companies.xlsm;2026-01-15 20:20:56.910707+00;2026-01-15 20:31:42.724413+00;10
49ac380c-f172-447d-b6af-67435bcd0ce8;4272e641-ed75-4390-8100-98e4ed949581;bulk_people_enrichment;;;;;;completed;49ac380c-f172-447d-b6af-67435bcd0ce8_result.xlsx;;testv2_sl.csv;2026-01-06 08:11:39.217172+00;2026-01-08 18:35:51.517269+00;10
312c5a96-f9fe-4e59-aedb-944124d8a1b8;bba17cb9-8d78-4503-8b1d-f47a3cd2e4f8;manual;trivago;trivago.com;[];;"[""C-Suite (CXO)"",""VP""]";error;;Error in workflow, the backend team has been notified. Please try again later!;;2026-01-09 09:15:48.451496+00;2026-01-09 09:16:02.319255+00;2
e0f5f7d6-55a3-4b0d-ab60-5acc0959d6f7;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Emploio GmbH;emploio.de;[];Germany;"[""Owner"",""Partner"",""C-Suite (CXO)"",""VP"",""SVP"",""EVP"",""Director"",""Senior Manager"",""Manager"",""Team Lead"",""Senior"",""Mid-Level"",""Entry Level"",""Intern"",""Training""]";completed;e0f5f7d6-55a3-4b0d-ab60-5acc0959d6f7_result.xlsx;Error in workflow, the backend team has been notified. Please try again later!;;2026-01-15 18:46:35.123852+00;2026-01-15 18:49:10.480737+00;15
